Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.19,67.0,8.5
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft,0.19,61.0,6.5
Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.19,51.0,3.1
Binary Domain,X360,2012,Action,Sega,0.19,74.0,8.0
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.19,67.0,7.3
Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,0.19,59.0,5.6
R-Type Final,PS2,2003,Shooter,Metro 3D,0.19,79.0,9.1
Bolt,PS3,2008,Adventure,Disney Interactive Studios,0.19,59.0,6.8
Sega GT 2002,XB,2002,Racing,Sega,0.19,82.0,8.2
F1 2011,PC,2011,Racing,Codemasters,0.19,83.0,7.2
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.19,68.0,8.1
Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.19,55.0,7.3
Blood Omen 2,XB,2002,Action,Eidos Interactive,0.19,76.0,9.0
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,D3Publisher,0.19,68.0,8.2
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.19,74.0,5.3
Saints Row IV,PC,2013,Action,Deep Silver,0.19,86.0,7.4
Harry Potter: Quidditch World Cup,XB,2003,Sports,Electronic Arts,0.19,69.0,7.5
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios,0.19,74.0,7.0
Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.19,44.0,7.0
La Pucelle: Tactics,PS2,2002,Role-Playing,Tecmo Koei,0.19,79.0,8.5
Arcania: Gothic 4,PC,2010,Role-Playing,JoWood Productions,0.19,63.0,4.4
NBA Ballers: Chosen One,X360,2008,Sports,Midway Games,0.19,55.0,4.2
Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.19,81.0,6.8
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.19,62.0,6.3
Sword Art Online: Hollow Realization,PS4,2016,Role-Playing,Namco Bandai Games,0.19,69.0,7.7
The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.19,66.0,7.1
SBK X: Superbike World Championship,X360,2010,Racing,Black Bean Games,0.19,74.0,8.3
Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.19,65.0,6.4
EverQuest Online Adventures: Frontiers,PS2,2003,Role-Playing,Sony Online Entertainment,0.19,77.0,8.5
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.19,65.0,7.4
Shadows of the Damned,X360,2011,Action,Electronic Arts,0.19,76.0,8.4
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0.19,80.0,8.9
Fight Club,PS2,2004,Fighting,Vivendi Games,0.18,36.0,4.4
Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.18,64.0,6.4
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.18,51.0,7.5
The Munchables,Wii,2009,Action,Namco Bandai Games,0.18,71.0,8.2
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.18,69.0,7.8
Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.18,73.0,8.6
Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.18,72.0,8.9
Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.18,68.0,8.5
Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.18,39.0,3.3
Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.18,72.0,7.8
NARC,XB,2005,Shooter,Midway Games,0.18,51.0,2.8
Driver: San Francisco,PC,2011,Racing,Ubisoft,0.18,80.0,7.0
Shape Up,XOne,2014,Misc,Ubisoft,0.18,58.0,8.3
Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.18,86.0,8.8
Disgaea DS,DS,2008,Role-Playing,Square Enix,0.18,82.0,7.5
Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.18,61.0,7.8
AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.18,61.0,7.1
Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.18,84.0,8.9
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.18,76.0,7.7
Call of Duty: World at War,PC,2008,Shooter,Activision,0.18,83.0,7.5
CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.18,39.0,5.6
Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.18,48.0,4.3
Syndicate,X360,2012,Shooter,Electronic Arts,0.18,74.0,7.1
Zumba Fitness Rush,X360,2012,Sports,505 Games,0.18,73.0,6.2
Call of Juarez,X360,2007,Shooter,Ubisoft,0.18,71.0,6.9
Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.18,54.0,4.7
Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.18,75.0,8.5
MotoGP,Wii,2009,Racing,Capcom,0.18,44.0,5.4
Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.18,72.0,8.7
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0.18,59.0,7.8
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.18,64.0,6.8
Corpse Party: Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.18,60.0,7.4
The Last Airbender,DS,2010,Action,THQ,0.18,69.0,7.0
MotoGP 14 ,PS4,2014,Racing,Milestone S.r.l.,0.18,73.0,6.4
Alone in the Dark,Wii,2008,Adventure,Atari,0.18,39.0,4.4
Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.18,34.0,7.0
Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.18,64.0,8.3
WWE All Stars,PSP,2011,Fighting,THQ,0.18,70.0,6.6
Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.18,35.0,5.9
Valhalla Knights 3,PSV,2013,Role-Playing,Xseed Games,0.18,48.0,6.8
Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.18,69.0,7.1
Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.18,59.0,8.6
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.18,65.0,7.5
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.18,65.0,8.3
Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.18,71.0,7.4
GRID Autosport,PS3,2014,Racing,Codemasters,0.18,75.0,6.8
Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.18,84.0,7.8
Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.18,60.0,9.1
The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.18,56.0,7.5
Shadow The Hedgehog,XB,2005,Platform,Sega,0.18,49.0,5.5
World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.18,57.0,8.1
Van Helsing,XB,2007,Action,Activision,0.18,63.0,7.6
Grand Slam Tennis 2,X360,2012,Sports,Electronic Arts,0.18,71.0,5.1
Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.18,51.0,5.3
Pure Futbol,X360,2010,Sports,Ubisoft,0.18,38.0,7.9
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.18,58.0,4.4
Gun,GC,2005,Shooter,Activision,0.18,77.0,8.6
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,0.18,52.0,5.7
Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.18,45.0,3.5
Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.18,75.0,7.5
FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.18,83.0,7.7
Borderlands,PC,2009,Shooter,Take-Two Interactive,0.18,81.0,7.8
de Blob 2,Wii,2011,Platform,THQ,0.18,79.0,8.1
Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.18,76.0,8.3
Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.18,67.0,6.8
Remember Me,X360,2013,Action,Capcom,0.18,70.0,7.5
Brink,PC,2011,Shooter,Bethesda Softworks,0.18,70.0,6.0
FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.18,81.0,8.0
Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.18,61.0,7.4
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.18,62.0,7.2
Senran Kagura: Estival Versus,PS4,2015,Action,Marvelous Interactive,0.18,67.0,8.0
Ball Breakers,PS,2000,Action,Take-Two Interactive,0.18,68.0,5.3
Splatterhouse,X360,2010,Action,Namco Bandai Games,0.18,62.0,7.6
EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.18,73.0,8.0
You Don't Know Jack,PS3,2011,Misc,THQ,0.18,82.0,7.3
Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.18,39.0,3.2
Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.18,59.0,8.9
Burnout Legends,DS,2005,Racing,Electronic Arts,0.18,38.0,6.0
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.18,81.0,7.1
K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.18,67.0,9.0
Juiced,XB,2005,Racing,THQ,0.18,68.0,9.1
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.18,38.0,3.0
DiRT Showdown,PS3,2012,Racing,Codemasters,0.18,75.0,6.3
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.18,56.0,8.3
UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.18,54.0,7.7
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.18,67.0,7.6
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.18,81.0,6.9
How to Train Your Dragon,PS3,2010,Action,Activision,0.18,51.0,7.0
Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.18,65.0,7.8
NHL 2004,XB,2003,Sports,Electronic Arts,0.18,85.0,6.5
Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.18,56.0,7.1
MindJack,PS3,2011,Shooter,Square Enix,0.18,44.0,1.7
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.18,59.0,6.1
WWE SmackDown vs. Raw 2009,DS,2008,Fighting,THQ,0.18,58.0,7.8
Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.18,38.0,5.6
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.17,91.0,7.1
The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.17,75.0,8.0
EyeToy: Kinetic,PS2,2005,Sports,Sony Computer Entertainment,0.17,78.0,8.3
Project Spark,XOne,2014,Misc,Microsoft Game Studios,0.17,73.0,7.0
Army Men: Sarge's Heroes 2,PS2,2001,Shooter,Midas Interactive Entertainment,0.17,54.0,4.6
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Sports,Konami Digital Entertainment,0.17,63.0,7.9
Warriors of Might and Magic,PS2,2001,Adventure,3DO,0.17,49.0,4.5
Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision,0.17,31.0,4.4
Ridge Racer,PSV,2011,Racing,Namco Bandai Games,0.17,44.0,3.7
Major League Baseball 2K9,PS3,2009,Sports,Spike,0.17,61.0,4.0
Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,0.17,73.0,7.4
Race Pro,X360,2009,Racing,Atari,0.17,72.0,7.0
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios,0.17,71.0,8.2
Gretzky NHL 2005,PS2,2004,Sports,Sony Computer Entertainment,0.17,66.0,9.1
Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.17,72.0,4.7
The Hobbit,GC,2003,Platform,Vivendi Games,0.17,61.0,7.3
Skate it,DS,2008,Sports,Electronic Arts,0.17,72.0,7.8
True Crime: New York City,GC,2005,Action,Activision,0.17,59.0,8.8
Metal Arms: Glitch in the System,XB,2003,Shooter,Vivendi Games,0.17,82.0,8.7
Toukiden Kiwami,PS4,2015,Action,Tecmo Koei,0.17,74.0,7.6
The Secret World,PC,2012,Role-Playing,Funcom,0.17,74.0,8.2
MDK2 Armageddon,PS2,2001,Shooter,Virgin Interactive,0.17,80.0,8.3
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.17,69.0,6.7
Fight Night Round 2,GC,2005,Fighting,Electronic Arts,0.17,87.0,7.9
Disney's Atlantis: The Lost Empire,PS,2001,Platform,Sony Computer Entertainment,0.17,73.0,8.5
Stormrise,PS3,2009,Strategy,Sega,0.17,51.0,5.3
Psi-Ops: The Mindgate Conspiracy,XB,2004,Shooter,Midway Games,0.17,84.0,7.9
X-Men: The Official Game,X360,2006,Action,Activision,0.17,52.0,6.1
SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.17,69.0,6.3
Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.17,69.0,7.2
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.17,68.0,8.7
World Destruction League: Thunder Tanks,PS2,2000,Action,3DO,0.17,65.0,5.9
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.17,71.0,4.9
PlayStation Move Heroes,PS3,2011,Platform,Sony Computer Entertainment,0.17,53.0,6.1
RoadKill,PS2,2003,Action,Midway Games,0.17,71.0,7.9
Looney Tunes: Back in Action,GC,2003,Platform,Warner Bros. Interactive Entertainment,0.17,64.0,5.0
The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.17,56.0,5.6
Top Spin 2,X360,2006,Sports,Take-Two Interactive,0.17,75.0,6.8
Hunter: The Reckoning Redeemer,XB,2003,Action,Interplay,0.17,72.0,8.6
Captain America: Super Soldier,X360,2011,Action,Sega,0.17,60.0,6.4
Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.17,81.0,8.7
Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.17,82.0,7.3
MotoGP 10/11,PS3,2011,Racing,Capcom,0.17,68.0,6.1
NBA 09: The Inside,PSP,2008,Sports,Sony Computer Entertainment,0.17,79.0,7.4
Batman Begins,GBA,2005,Action,Electronic Arts,0.17,61.0,6.9
Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.17,77.0,7.4
Let's TAP,Wii,2008,Misc,Sega,0.17,70.0,6.6
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.17,58.0,6.0
Spawn: Armageddon,XB,2003,Action,Electronic Arts,0.17,57.0,9.2
Bee Movie Game,X360,2007,Action,Activision,0.17,71.0,5.8
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,0.17,62.0,7.6
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.17,83.0,7.2
Professor Heinz Wolff's Gravity,Wii,2008,Puzzle,Deep Silver,0.17,63.0,7.7
FaceBreaker,PS3,2008,Fighting,Electronic Arts,0.17,53.0,3.8
Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.17,78.0,8.8
Gallop Racer 2001,PS2,2001,Sports,Tecmo Koei,0.17,71.0,9.1
Hellboy: The Science of Evil,PS3,2008,Action,Konami Digital Entertainment,0.17,47.0,6.1
MotoGP 09/10,X360,2010,Racing,Capcom,0.17,69.0,5.7
Catwoman,PS2,2004,Action,Electronic Arts,0.17,46.0,6.9
Monsters vs. Aliens,X360,2009,Action,Activision,0.17,63.0,6.6
Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.17,48.0,8.1
World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.17,35.0,1.2
Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.17,68.0,8.0
Anarchy Reigns,X360,2012,Action,Sega,0.17,73.0,7.9
SSX On Tour,GC,2005,Sports,Electronic Arts,0.17,80.0,7.5
Bladestorm: Nightmare,PS4,2015,Action,Tecmo Koei,0.17,58.0,6.5
Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.17,51.0,6.2
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.17,78.0,8.1
James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.17,73.0,8.3
Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.17,36.0,5.6
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.17,56.0,6.0
Gunvalkyrie,XB,2002,Shooter,Infogrames,0.17,73.0,7.3
State of Emergency,XB,2003,Action,Take-Two Interactive,0.17,67.0,6.3
Disney Golf,PS2,2002,Sports,Electronic Arts,0.17,72.0,8.3
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios,0.17,49.0,5.2
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,0.17,70.0,7.4
Clock Tower II: The Struggle Within,PS,1998,Adventure,Human Entertainment,0.17,49.0,5.7
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft,0.17,42.0,4.8
Mega Man Network Transmission,GC,2003,Platform,Capcom,0.17,65.0,7.6
Fairytale Fights,PS3,2009,Action,Playlogic Game Factory,0.17,53.0,6.0
RC Revenge Pro,PS2,2000,Racing,Acclaim Entertainment,0.17,49.0,7.6
G-Force,X360,2009,Action,Disney Interactive Studios,0.17,68.0,7.0
Backyard Wrestling: Don't Try This at Home,XB,2003,Fighting,Eidos Interactive,0.17,50.0,5.0
Gauntlet: Dark Legacy,XB,2002,Action,Midway Games,0.17,54.0,8.9
Time and Eternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.17,42.0,5.0
Lost Kingdoms,GC,2002,Role-Playing,Activision,0.17,72.0,8.0
Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.17,73.0,7.6
The Cursed Crusade,PS3,2011,Action,DTP Entertainment,0.17,45.0,5.0
Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.17,72.0,6.0
Wolfenstein 3D,GBA,2002,Shooter,BAM! Entertainment,0.17,57.0,6.0
NHL 07,PSP,2006,Sports,Electronic Arts,0.17,76.0,6.6
Dementium: The Ward,DS,2007,Shooter,SouthPeak Games,0.17,72.0,7.9
Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0.17,57.0,7.3
NASCAR '14,X360,2014,Racing,Deep Silver,0.17,65.0,5.1
Green Lantern: Rise of the Manhunters,PS3,2011,Action,Warner Bros. Interactive Entertainment,0.17,61.0,6.7
25 to Life,XB,2006,Shooter,Eidos Interactive,0.17,41.0,7.2
Naval Assault: The Killing Tide,X360,2010,Simulation,505 Games,0.17,40.0,4.2
Sega Superstars,PS2,2004,Misc,Sega,0.17,72.0,7.0
MLB 11: The Show,PSP,2011,Sports,Sony Computer Entertainment,0.17,77.0,6.0
Bomberman Land,Wii,2007,Misc,Rising Star Games,0.17,57.0,8.0
Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.17,72.0,8.2
Leisure Suit Larry: Magna Cum Laude,XB,2004,Adventure,Vivendi Games,0.17,62.0,6.4
One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.17,76.0,6.3
Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo,0.17,71.0,8.5
7th Dragon III Code: VFD,3DS,2015,Role-Playing,Sega,0.17,77.0,8.2
FlatOut,XB,2004,Racing,Empire Interactive,0.17,71.0,8.2
Blood Bowl,X360,2009,Sports,Focus Home Interactive,0.16,61.0,5.1
Taz Wanted,PS2,2002,Platform,Atari,0.16,65.0,8.7
Far Cry: Primal,PC,2016,Action,Ubisoft,0.16,74.0,4.8
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive,0.16,94.0,8.3
Zoo Keeper,DS,2004,Puzzle,Ignition Entertainment,0.16,74.0,7.5
Pursuit Force,PSP,2005,Racing,Sony Computer Entertainment,0.16,75.0,7.8
Star Wars: Super Bombad Racing,PS2,2001,Racing,LucasArts,0.16,71.0,4.9
Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.16,64.0,6.2
Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.16,61.0,7.5
World Tour Soccer 2005,PS2,2004,Sports,Sony Computer Entertainment,0.16,68.0,9.0
ESPN College Hoops,PS2,2003,Sports,Sega,0.16,83.0,8.5
Dengeki Bunko Fighting Climax,PS3,2014,Fighting,Sega,0.16,66.0,8.2
Leisure Suit Larry: Box Office Bust,X360,2009,Adventure,Codemasters,0.16,25.0,2.5
Robotech: Battlecry,GC,2002,Shooter,TDK Mediactive,0.16,74.0,8.4
Clash of the Titans,X360,2010,Action,Namco Bandai Games,0.16,42.0,4.1
Kya: Dark Lineage,PS2,2003,Adventure,Atari,0.16,69.0,8.9
Mirror's Edge Catalyst,XOne,2016,Platform,Electronic Arts,0.16,72.0,4.4
F1 2011,3DS,2011,Racing,Codemasters,0.16,59.0,6.8
Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.16,77.0,6.6
NCAA Football 09 All-Play,Wii,2008,Sports,Electronic Arts,0.16,49.0,5.8
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,0.16,53.0,6.1
Hot Wheels World Race,GC,2003,Racing,THQ,0.16,59.0,7.0
Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.16,49.0,5.9
Apache: Air Assault,X360,2010,Simulation,Activision,0.16,70.0,6.4
Aliens: Infestation,DS,2011,Action,Sega,0.16,76.0,8.2
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,0.16,72.0,6.8
Angry Birds Trilogy,PS3,2012,Action,Activision,0.16,66.0,3.7
Crash Tag Team Racing,GC,2005,Racing,Vivendi Games,0.16,66.0,7.3
El Shaddai: Ascension of the Metatron,X360,2011,Action,Ignition Entertainment,0.16,75.0,7.0
NPPL: Championship Paintball 2009,PS3,2008,Shooter,Activision Value,0.16,45.0,7.4
True Swing Golf,DS,2005,Sports,Nintendo,0.16,66.0,7.7
TimeSplitters: Future Perfect,XB,2005,Shooter,Electronic Arts,0.16,83.0,8.9
Goosebumps HorrorLand,Wii,2008,Adventure,Scholastic Inc.,0.16,37.0,3.5
Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.16,73.0,2.8
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.16,81.0,9.2
Murdered: Soul Suspect,XOne,2014,Action,Square Enix,0.16,51.0,7.0
Shadow Man: 2econd Coming,PS2,2002,Adventure,Acclaim Entertainment,0.16,68.0,7.6
Dynasty Warriors 4,XB,2003,Action,Tecmo Koei,0.16,75.0,8.8
Warriors Orochi 3,X360,2011,Action,Ubisoft Annecy,0.16,71.0,8.1
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision,0.16,83.0,9.0
The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.16,67.0,6.6
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.16,51.0,5.2
Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.16,67.0,6.3
The BIGS,PS3,2007,Sports,Take-Two Interactive,0.16,77.0,7.2
Fracture,PS3,2008,Shooter,LucasArts,0.16,62.0,5.8
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.16,52.0,7.1
Hyperdimension Neptunia Victory,PS3,2012,Role-Playing,Compile Heart,0.16,55.0,7.8
Marble Saga: Kororinpa,Wii,2009,Puzzle,Konami Digital Entertainment,0.16,74.0,7.3
The King of Fighters XII,PS3,2009,Fighting,Ignition Entertainment,0.16,57.0,5.3
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive,0.16,74.0,8.1
Culdcept SAGA,X360,2006,Role-Playing,Namco Bandai Games,0.16,75.0,8.7
The Crew,PC,2014,Racing,Ubisoft,0.16,71.0,6.4
Create,PS3,2010,Action,Electronic Arts,0.16,61.0,5.2
Eragon,DS,2006,Action,Vivendi Games,0.16,63.0,7.6
TimeShift,PS3,2007,Shooter,Vivendi Games,0.16,70.0,6.3
Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.16,50.0,5.7
The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0.16,73.0,7.5
Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.16,58.0,3.1
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.16,53.0,6.9
Blitz: The League,X360,2006,Sports,Midway Games,0.16,69.0,6.5
NBA 2K12,PC,2011,Sports,Take-Two Interactive,0.16,86.0,7.1
FlatOut 2,PS2,2006,Racing,Empire Interactive,0.16,73.0,7.5
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006,Fighting,Atari,0.16,64.0,7.8
Heroes over Europe,PS3,2009,Simulation,Ubisoft,0.16,62.0,7.0
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.16,84.0,8.3
F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.16,77.0,8.5
Klonoa,Wii,2008,Platform,Namco Bandai Games,0.16,77.0,8.6
Bulletstorm,PC,2011,Shooter,Electronic Arts,0.16,82.0,7.7
Putty Squad,PS4,2013,Platform,System 3,0.16,38.0,2.9
Field Commander,PSP,2006,Strategy,Sony Online Entertainment,0.16,77.0,7.8
Custom Robo Arena,DS,2006,Fighting,Nintendo,0.16,74.0,8.3
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.16,67.0,7.8
Shaun White Skateboarding,X360,2010,Sports,Ubisoft,0.16,61.0,5.3
Trigger Man,PS2,2004,Shooter,Play It,0.16,32.0,4.8
Wildstar,PC,2014,Role-Playing,NCSoft,0.16,82.0,7.4
Tiger Woods PGA Tour 2004,GC,2003,Sports,Electronic Arts,0.16,89.0,7.8
Amped 3,X360,2005,Sports,Take-Two Interactive,0.16,72.0,7.1
Innocent Life: A Futuristic Harvest Moon,PSP,2006,Simulation,Rising Star Games,0.16,67.0,7.8
NHL 2005,XB,2004,Sports,Electronic Arts,0.16,77.0,6.2
Arcana Heart,PS2,2007,Fighting,AQ Interactive,0.16,77.0,8.1
Battlestar Galactica,PS2,2003,Shooter,Vivendi Games,0.16,66.0,6.8
Time Hollow,DS,2008,Adventure,Konami Digital Entertainment,0.16,64.0,7.8
Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.16,63.0,8.0
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.16,68.0,6.8
Godzilla Unleashed,Wii,2007,Fighting,Atari,0.16,44.0,7.2
Sherlock Holmes vs. Jack the Ripper,X360,2009,Adventure,Focus Home Interactive,0.16,62.0,6.8
Sniper: Ghost Warrior,PC,2010,Shooter,City Interactive,0.16,55.0,5.5
Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,0.16,59.0,7.3
Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.16,60.0,5.0
Driven,PS2,2001,Racing,BAM! Entertainment,0.15,38.0,3.4
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.15,60.0,6.6
"Warhammer 40,000: Fire Warrior",PS2,2003,Shooter,THQ,0.15,64.0,8.3
